"s_fips","c_fips","county","state"
16,85,"VALLEY COUNTY","IDAHO"
16,7,"BEAR LAKE COUNTY","IDAHO"
16,9,"BENEWAH COUNTY","IDAHO"
16,11,"BINGHAM COUNTY","IDAHO"
16,13,"BLAINE COUNTY","IDAHO"
16,15,"BOISE COUNTY","IDAHO"
16,17,"BONNER COUNTY","IDAHO"
16,19,"BONNEVILLE COUNTY","IDAHO"
16,21,"BOUNDARY COUNTY","IDAHO"
16,23,"BUTTE COUNTY","IDAHO"
16,25,"CAMAS COUNTY","IDAHO"
16,27,"CANYON COUNTY","IDAHO"
16,29,"CARIBOU COUNTY","IDAHO"
16,31,"CASSIA COUNTY","IDAHO"
16,33,"CLARK COUNTY","IDAHO"
16,35,"CLEARWATER COUNTY","IDAHO"
16,37,"CUSTER COUNTY","IDAHO"
16,39,"ELMORE COUNTY","IDAHO"
16,41,"FRANKLIN COUNTY","IDAHO"
16,43,"FREMONT COUNTY","IDAHO"
16,45,"GEM COUNTY","IDAHO"
16,47,"GOODING COUNTY","IDAHO"
16,49,"IDAHO COUNTY","IDAHO"
16,51,"JEFFERSON COUNTY","IDAHO"
16,53,"JEROME COUNTY","IDAHO"
16,55,"KOOTENAI COUNTY","IDAHO"
16,57,"LATAH COUNTY","IDAHO"
16,59,"LEMHI COUNTY","IDAHO"
16,61,"LEWIS COUNTY","IDAHO"
16,63,"LINCOLN COUNTY","IDAHO"
16,65,"MADISON COUNTY","IDAHO"
16,67,"MINIDOKA COUNTY","IDAHO"
16,69,"NEZ PERCE COUNTY","IDAHO"
16,71,"ONEIDA COUNTY","IDAHO"
16,73,"OWYHEE COUNTY","IDAHO"
16,75,"PAYETTE COUNTY","IDAHO"
16,77,"POWER COUNTY","IDAHO"
16,79,"SHOSHONE COUNTY","IDAHO"
16,81,"TETON COUNTY","IDAHO"
16,87,"WASHINGTON COUNTY","IDAHO"
17,157,"RANDOLPH COUNTY","ILLINOIS"
17,159,"RICHLAND COUNTY","ILLINOIS"
17,161,"ROCK ISLAND COUNTY","ILLINOIS"
17,155,"PUTNAM COUNTY","ILLINOIS"
17,165,"SALINE COUNTY","ILLINOIS"
17,167,"SANGAMON COUNTY","ILLINOIS"
17,169,"SCHUYLER COUNTY","ILLINOIS"
17,171,"SCOTT COUNTY","ILLINOIS"
17,173,"SHELBY COUNTY","ILLINOIS"
17,175,"STARK COUNTY","ILLINOIS"
17,177,"STEPHENSON COUNTY","ILLINOIS"
17,179,"TAZEWELL COUNTY","ILLINOIS"
17,181,"UNION COUNTY","ILLINOIS"
17,183,"VERMILION COUNTY","ILLINOIS"
17,185,"WABASH COUNTY","ILLINOIS"
17,187,"WARREN COUNTY","ILLINOIS"
17,189,"WASHINGTON COUNTY","ILLINOIS"
17,191,"WAYNE COUNTY","ILLINOIS"
17,193,"WHITE COUNTY","ILLINOIS"
17,195,"WHITESIDE COUNTY","ILLINOIS"
17,197,"WILL COUNTY","ILLINOIS"
17,199,"WILLIAMSON COUNTY","ILLINOIS"
17,201,"WINNEBAGO COUNTY","ILLINOIS"
17,203,"WOODFORD COUNTY","ILLINOIS"
17,41,"DOUGLAS COUNTY","ILLINOIS"
17,43,"DUPAGE COUNTY","ILLINOIS"
17,45,"EDGAR COUNTY","ILLINOIS"
17,47,"EDWARDS COUNTY","ILLINOIS"
17,49,"EFFINGHAM COUNTY","ILLINOIS"
17,51,"FAYETTE COUNTY","ILLINOIS"
17,53,"FORD COUNTY","ILLINOIS"
17,55,"FRANKLIN COUNTY","ILLINOIS"
17,57,"FULTON COUNTY","ILLINOIS"
17,59,"GALLATIN COUNTY","ILLINOIS"
17,61,"GREENE COUNTY","ILLINOIS"
17,63,"GRUNDY COUNTY","ILLINOIS"
17,65,"HAMILTON COUNTY","ILLINOIS"
17,67,"HANCOCK COUNTY","ILLINOIS"
17,69,"HARDIN COUNTY","ILLINOIS"
17,71,"HENDERSON COUNTY","ILLINOIS"
17,73,"HENRY COUNTY","ILLINOIS"
17,75,"IROQUOIS COUNTY","ILLINOIS"
17,77,"JACKSON COUNTY","ILLINOIS"
17,163,"ST. CLAIR COUNTY","ILLINOIS"
17,1,"ADAMS COUNTY","ILLINOIS"
17,3,"ALEXANDER COUNTY","ILLINOIS"
17,5,"BOND COUNTY","ILLINOIS"
17,7,"BOONE COUNTY","ILLINOIS"
17,9,"BROWN COUNTY","ILLINOIS"
17,11,"BUREAU COUNTY","ILLINOIS"
17,13,"CALHOUN COUNTY","ILLINOIS"
17,15,"CARROLL COUNTY","ILLINOIS"
17,17,"CASS COUNTY","ILLINOIS"
17,19,"CHAMPAIGN COUNTY","ILLINOIS"
17,21,"CHRISTIAN COUNTY","ILLINOIS"
17,23,"CLARK COUNTY","ILLINOIS"
17,25,"CLAY COUNTY","ILLINOIS"
17,27,"CLINTON COUNTY","ILLINOIS"
17,29,"COLES COUNTY","ILLINOIS"
17,31,"COOK COUNTY","ILLINOIS"
17,33,"CRAWFORD COUNTY","ILLINOIS"
17,35,"CUMBERLAND COUNTY","ILLINOIS"
17,37,"DEKALB COUNTY","ILLINOIS"
17,39,"DE WITT COUNTY","ILLINOIS"
17,121,"MARION COUNTY","ILLINOIS"
17,123,"MARSHALL COUNTY","ILLINOIS"
17,125,"MASON COUNTY","ILLINOIS"
17,127,"MASSAC COUNTY","ILLINOIS"
17,129,"MENARD COUNTY","ILLINOIS"
17,131,"MERCER COUNTY","ILLINOIS"
17,133,"MONROE COUNTY","ILLINOIS"
17,135,"MONTGOMERY COUNTY","ILLINOIS"
17,137,"MORGAN COUNTY","ILLINOIS"
17,139,"MOULTRIE COUNTY","ILLINOIS"
17,141,"OGLE COUNTY","ILLINOIS"
17,143,"PEORIA COUNTY","ILLINOIS"
17,145,"PERRY COUNTY","ILLINOIS"
17,147,"PIATT COUNTY","ILLINOIS"
17,149,"PIKE COUNTY","ILLINOIS"
17,151,"POPE COUNTY","ILLINOIS"
17,153,"PULASKI COUNTY","ILLINOIS"
17,101,"LAWRENCE COUNTY","ILLINOIS"
17,103,"LEE COUNTY","ILLINOIS"
17,79,"JASPER COUNTY","ILLINOIS"
17,81,"JEFFERSON COUNTY","ILLINOIS"
17,83,"JERSEY COUNTY","ILLINOIS"
17,85,"JO DAVIESS COUNTY","ILLINOIS"
17,87,"JOHNSON COUNTY","ILLINOIS"
17,89,"KANE COUNTY","ILLINOIS"
17,91,"KANKAKEE COUNTY","ILLINOIS"
17,93,"KENDALL COUNTY","ILLINOIS"
17,95,"KNOX COUNTY","ILLINOIS"
17,97,"LAKE COUNTY","ILLINOIS"
17,99,"LASALLE COUNTY","ILLINOIS"
17,109,"MCDONOUGH COUNTY","ILLINOIS"
17,111,"MCHENRY COUNTY","ILLINOIS"
17,105,"LIVINGSTON COUNTY","ILLINOIS"
17,107,"LOGAN COUNTY","ILLINOIS"
17,117,"MACOUPIN COUNTY","ILLINOIS"
17,119,"MADISON COUNTY","ILLINOIS"
17,113,"MCLEAN COUNTY","ILLINOIS"
17,115,"MACON COUNTY","ILLINOIS"
18,35,"DELAWARE COUNTY","INDIANA"
18,37,"DUBOIS COUNTY","INDIANA"
18,1,"ADAMS COUNTY","INDIANA"
18,3,"ALLEN COUNTY","INDIANA"
18,5,"BARTHOLOMEW COUNTY","INDIANA"
18,7,"BENTON COUNTY","INDIANA"
18,9,"BLACKFORD COUNTY","INDIANA"
18,11,"BOONE COUNTY","INDIANA"
18,13,"BROWN COUNTY","INDIANA"
18,15,"CARROLL COUNTY","INDIANA"
18,17,"CASS COUNTY","INDIANA"
18,19,"CLARK COUNTY","INDIANA"
18,21,"CLAY COUNTY","INDIANA"
18,23,"CLINTON COUNTY","INDIANA"
18,25,"CRAWFORD COUNTY","INDIANA"
18,27,"DAVIESS COUNTY","INDIANA"
18,29,"DEARBORN COUNTY","INDIANA"
18,31,"DECATUR COUNTY","INDIANA"
18,33,"DEKALB COUNTY","INDIANA"
18,113,"NOBLE COUNTY","INDIANA"
18,115,"OHIO COUNTY","INDIANA"
18,117,"ORANGE COUNTY","INDIANA"
18,39,"ELKHART COUNTY","INDIANA"
18,41,"FAYETTE COUNTY","INDIANA"
18,43,"FLOYD COUNTY","INDIANA"
18,45,"FOUNTAIN COUNTY","INDIANA"
18,47,"FRANKLIN COUNTY","INDIANA"
18,49,"FULTON COUNTY","INDIANA"
18,51,"GIBSON COUNTY","INDIANA"
18,53,"GRANT COUNTY","INDIANA"
18,55,"GREENE COUNTY","INDIANA"
18,57,"HAMILTON COUNTY","INDIANA"
18,59,"HANCOCK COUNTY","INDIANA"
18,61,"HARRISON COUNTY","INDIANA"
18,63,"HENDRICKS COUNTY","INDIANA"
18,65,"HENRY COUNTY","INDIANA"
18,67,"HOWARD COUNTY","INDIANA"
18,69,"HUNTINGTON COUNTY","INDIANA"
18,71,"JACKSON COUNTY","INDIANA"
18,73,"JASPER COUNTY","INDIANA"
18,75,"JAY COUNTY","INDIANA"
18,77,"JEFFERSON COUNTY","INDIANA"
18,79,"JENNINGS COUNTY","INDIANA"
18,81,"JOHNSON COUNTY","INDIANA"
18,83,"KNOX COUNTY","INDIANA"
18,85,"KOSCIUSKO COUNTY","INDIANA"
18,87,"LAGRANGE COUNTY","INDIANA"
18,89,"LAKE COUNTY","INDIANA"
18,91,"LAPORTE COUNTY","INDIANA"
18,93,"LAWRENCE COUNTY","INDIANA"
18,95,"MADISON COUNTY","INDIANA"
18,97,"MARION COUNTY","INDIANA"
18,99,"MARSHALL COUNTY","INDIANA"
18,101,"MARTIN COUNTY","INDIANA"
18,103,"MIAMI COUNTY","INDIANA"
18,105,"MONROE COUNTY","INDIANA"
18,107,"MONTGOMERY COUNTY","INDIANA"
18,109,"MORGAN COUNTY","INDIANA"
18,111,"NEWTON COUNTY","INDIANA"
18,139,"RUSH COUNTY","INDIANA"
18,141,"ST. JOSEPH COUNTY","INDIANA"
18,143,"SCOTT COUNTY","INDIANA"
18,119,"OWEN COUNTY","INDIANA"
18,121,"PARKE COUNTY","INDIANA"
18,123,"PERRY COUNTY","INDIANA"
18,125,"PIKE COUNTY","INDIANA"
18,127,"PORTER COUNTY","INDIANA"
18,129,"POSEY COUNTY","INDIANA"
18,131,"PULASKI COUNTY","INDIANA"
18,133,"PUTNAM COUNTY","INDIANA"
18,135,"RANDOLPH COUNTY","INDIANA"
18,137,"RIPLEY COUNTY","INDIANA"
18,165,"VERMILLION COUNTY","INDIANA"
18,167,"VIGO COUNTY","INDIANA"
18,169,"WABASH COUNTY","INDIANA"
18,145,"SHELBY COUNTY","INDIANA"
18,147,"SPENCER COUNTY","INDIANA"
18,149,"STARKE COUNTY","INDIANA"
18,151,"STEUBEN COUNTY","INDIANA"
18,153,"SULLIVAN COUNTY","INDIANA"
18,155,"SWITZERLAND COUNTY","INDIANA"
18,157,"TIPPECANOE COUNTY","INDIANA"
18,159,"TIPTON COUNTY","INDIANA"
18,161,"UNION COUNTY","INDIANA"
18,163,"VANDERBURGH COUNTY","INDIANA"
18,173,"WARRICK COUNTY","INDIANA"
18,175,"WASHINGTON COUNTY","INDIANA"
18,177,"WAYNE COUNTY","INDIANA"
18,171,"WARREN COUNTY","INDIANA"
18,181,"WHITE COUNTY","INDIANA"
18,183,"WHITLEY COUNTY","INDIANA"
18,179,"WELLS COUNTY","INDIANA"
19,15,"BOONE COUNTY","IOWA"
19,11,"BENTON COUNTY","IOWA"
19,13,"BLACK HAWK COUNTY","IOWA"
19,83,"HARDIN COUNTY","IOWA"
19,85,"HARRISON COUNTY","IOWA"
19,87,"HENRY COUNTY","IOWA"
19,89,"HOWARD COUNTY","IOWA"
19,91,"HUMBOLDT COUNTY","IOWA"
19,93,"IDA COUNTY","IOWA"
19,95,"IOWA COUNTY","IOWA"
19,17,"BREMER COUNTY","IOWA"
19,19,"BUCHANAN COUNTY","IOWA"
19,21,"BUENA VISTA COUNTY","IOWA"
19,23,"BUTLER COUNTY","IOWA"
19,25,"CALHOUN COUNTY","IOWA"
19,27,"CARROLL COUNTY","IOWA"
19,29,"CASS COUNTY","IOWA"
19,31,"CEDAR COUNTY","IOWA"
19,33,"CERRO GORDO COUNTY","IOWA"
19,35,"CHEROKEE COUNTY","IOWA"
19,37,"CHICKASAW COUNTY","IOWA"
19,39,"CLARKE COUNTY","IOWA"
19,41,"CLAY COUNTY","IOWA"
19,43,"CLAYTON COUNTY","IOWA"
19,45,"CLINTON COUNTY","IOWA"
19,47,"CRAWFORD COUNTY","IOWA"
19,49,"DALLAS COUNTY","IOWA"
19,51,"DAVIS COUNTY","IOWA"
19,53,"DECATUR COUNTY","IOWA"
19,55,"DELAWARE COUNTY","IOWA"
19,57,"DES MOINES COUNTY","IOWA"
19,59,"DICKINSON COUNTY","IOWA"
19,61,"DUBUQUE COUNTY","IOWA"
19,63,"EMMET COUNTY","IOWA"
19,65,"FAYETTE COUNTY","IOWA"
19,67,"FLOYD COUNTY","IOWA"
19,69,"FRANKLIN COUNTY","IOWA"
19,71,"FREMONT COUNTY","IOWA"
19,73,"GREENE COUNTY","IOWA"
19,75,"GRUNDY COUNTY","IOWA"
19,77,"GUTHRIE COUNTY","IOWA"
19,79,"HAMILTON COUNTY","IOWA"
19,81,"HANCOCK COUNTY","IOWA"
19,1,"ADAIR COUNTY","IOWA"
19,3,"ADAMS COUNTY","IOWA"
19,5,"ALLAMAKEE COUNTY","IOWA"
19,7,"APPANOOSE COUNTY","IOWA"
19,9,"AUDUBON COUNTY","IOWA"
19,171,"TAMA COUNTY","IOWA"
19,173,"TAYLOR COUNTY","IOWA"
19,175,"UNION COUNTY","IOWA"
19,97,"JACKSON COUNTY","IOWA"
19,99,"JASPER COUNTY","IOWA"
19,101,"JEFFERSON COUNTY","IOWA"
19,103,"JOHNSON COUNTY","IOWA"
19,105,"JONES COUNTY","IOWA"
19,107,"KEOKUK COUNTY","IOWA"
19,109,"KOSSUTH COUNTY","IOWA"
19,111,"LEE COUNTY","IOWA"
19,113,"LINN COUNTY","IOWA"
19,115,"LOUISA COUNTY","IOWA"
19,117,"LUCAS COUNTY","IOWA"
19,119,"LYON COUNTY","IOWA"
19,121,"MADISON COUNTY","IOWA"
19,123,"MAHASKA COUNTY","IOWA"
19,125,"MARION COUNTY","IOWA"
19,127,"MARSHALL COUNTY","IOWA"
19,129,"MILLS COUNTY","IOWA"
19,131,"MITCHELL COUNTY","IOWA"
19,133,"MONONA COUNTY","IOWA"
19,135,"MONROE COUNTY","IOWA"
19,137,"MONTGOMERY COUNTY","IOWA"
19,139,"MUSCATINE COUNTY","IOWA"
19,141,"O'BRIEN COUNTY","IOWA"
19,143,"OSCEOLA COUNTY","IOWA"
19,145,"PAGE COUNTY","IOWA"
19,147,"PALO ALTO COUNTY","IOWA"
19,149,"PLYMOUTH COUNTY","IOWA"
19,151,"POCAHONTAS COUNTY","IOWA"
19,153,"POLK COUNTY","IOWA"
19,155,"POTTAWATTAMIE COUNTY","IOWA"
19,157,"POWESHIEK COUNTY","IOWA"
19,159,"RINGGOLD COUNTY","IOWA"
19,161,"SAC COUNTY","IOWA"
19,163,"SCOTT COUNTY","IOWA"
19,165,"SHELBY COUNTY","IOWA"
19,167,"SIOUX COUNTY","IOWA"
19,169,"STORY COUNTY","IOWA"
19,197,"WRIGHT COUNTY","IOWA"
19,181,"WARREN COUNTY","IOWA"
19,183,"WASHINGTON COUNTY","IOWA"
19,177,"VAN BUREN COUNTY","IOWA"
19,179,"WAPELLO COUNTY","IOWA"
19,189,"WINNEBAGO COUNTY","IOWA"
19,191,"WINNESHIEK COUNTY","IOWA"
19,185,"WAYNE COUNTY","IOWA"
19,187,"WEBSTER COUNTY","IOWA"
19,193,"WOODBURY COUNTY","IOWA"
19,195,"WORTH COUNTY","IOWA"
20,57,"FORD COUNTY","KANSAS"
20,59,"FRANKLIN COUNTY","KANSAS"
20,55,"FINNEY COUNTY","KANSAS"
20,83,"HODGEMAN COUNTY","KANSAS"
20,85,"JACKSON COUNTY","KANSAS"
20,87,"JEFFERSON COUNTY","KANSAS"
20,89,"JEWELL COUNTY","KANSAS"
20,91,"JOHNSON COUNTY","KANSAS"
20,93,"KEARNY COUNTY","KANSAS"
20,95,"KINGMAN COUNTY","KANSAS"
20,97,"KIOWA COUNTY","KANSAS"
20,99,"LABETTE COUNTY","KANSAS"
20,101,"LANE COUNTY","KANSAS"
20,103,"LEAVENWORTH COUNTY","KANSAS"
20,105,"LINCOLN COUNTY","KANSAS"
20,107,"LINN COUNTY","KANSAS"
20,109,"LOGAN COUNTY","KANSAS"
20,111,"LYON COUNTY","KANSAS"
20,113,"MCPHERSON COUNTY","KANSAS"
20,115,"MARION COUNTY","KANSAS"
20,117,"MARSHALL COUNTY","KANSAS"
20,119,"MEADE COUNTY","KANSAS"
20,121,"MIAMI COUNTY","KANSAS"
20,123,"MITCHELL COUNTY","KANSAS"
20,125,"MONTGOMERY COUNTY","KANSAS"
20,127,"MORRIS COUNTY","KANSAS"
20,129,"MORTON COUNTY","KANSAS"
20,131,"NEMAHA COUNTY","KANSAS"
20,133,"NEOSHO COUNTY","KANSAS"
20,135,"NESS COUNTY","KANSAS"
20,137,"NORTON COUNTY","KANSAS"
20,139,"OSAGE COUNTY","KANSAS"
20,61,"GEARY COUNTY","KANSAS"
20,63,"GOVE COUNTY","KANSAS"
20,65,"GRAHAM COUNTY","KANSAS"
20,67,"GRANT COUNTY","KANSAS"
20,69,"GRAY COUNTY","KANSAS"
20,71,"GREELEY COUNTY","KANSAS"
20,73,"GREENWOOD COUNTY","KANSAS"
20,75,"HAMILTON COUNTY","KANSAS"
20,77,"HARPER COUNTY","KANSAS"
20,79,"HARVEY COUNTY","KANSAS"
20,81,"HASKELL COUNTY","KANSAS"
20,1,"ALLEN COUNTY","KANSAS"
20,3,"ANDERSON COUNTY","KANSAS"
20,5,"ATCHISON COUNTY","KANSAS"
20,7,"BARBER COUNTY","KANSAS"
20,9,"BARTON COUNTY","KANSAS"
20,11,"BOURBON COUNTY","KANSAS"
20,13,"BROWN COUNTY","KANSAS"
20,15,"BUTLER COUNTY","KANSAS"
20,17,"CHASE COUNTY","KANSAS"
20,19,"CHAUTAUQUA COUNTY","KANSAS"
20,21,"CHEROKEE COUNTY","KANSAS"
20,23,"CHEYENNE COUNTY","KANSAS"
20,25,"CLARK COUNTY","KANSAS"
20,27,"CLAY COUNTY","KANSAS"
20,29,"CLOUD COUNTY","KANSAS"
20,31,"COFFEY COUNTY","KANSAS"
20,33,"COMANCHE COUNTY","KANSAS"
20,35,"COWLEY COUNTY","KANSAS"
20,37,"CRAWFORD COUNTY","KANSAS"
20,39,"DECATUR COUNTY","KANSAS"
20,41,"DICKINSON COUNTY","KANSAS"
20,43,"DONIPHAN COUNTY","KANSAS"
20,45,"DOUGLAS COUNTY","KANSAS"
20,47,"EDWARDS COUNTY","KANSAS"
20,49,"ELK COUNTY","KANSAS"
20,51,"ELLIS COUNTY","KANSAS"
20,53,"ELLSWORTH COUNTY","KANSAS"
20,159,"RICE COUNTY","KANSAS"
20,161,"RILEY COUNTY","KANSAS"
20,163,"ROOKS COUNTY","KANSAS"
20,165,"RUSH COUNTY","KANSAS"
20,141,"OSBORNE COUNTY","KANSAS"
20,143,"OTTAWA COUNTY","KANSAS"
20,145,"PAWNEE COUNTY","KANSAS"
20,147,"PHILLIPS COUNTY","KANSAS"
20,149,"POTTAWATOMIE COUNTY","KANSAS"
20,151,"PRATT COUNTY","KANSAS"
20,153,"RAWLINS COUNTY","KANSAS"
20,155,"RENO COUNTY","KANSAS"
20,157,"REPUBLIC COUNTY","KANSAS"
20,185,"STAFFORD COUNTY","KANSAS"
20,187,"STANTON COUNTY","KANSAS"
20,189,"STEVENS COUNTY","KANSAS"
20,191,"SUMNER COUNTY","KANSAS"
20,167,"RUSSELL COUNTY","KANSAS"
20,169,"SALINE COUNTY","KANSAS"
20,171,"SCOTT COUNTY","KANSAS"
20,173,"SEDGWICK COUNTY","KANSAS"
20,175,"SEWARD COUNTY","KANSAS"
20,177,"SHAWNEE COUNTY","KANSAS"
20,179,"SHERIDAN COUNTY","KANSAS"
20,181,"SHERMAN COUNTY","KANSAS"
20,183,"SMITH COUNTY","KANSAS"
20,193,"THOMAS COUNTY","KANSAS"
20,195,"TREGO COUNTY","KANSAS"
20,197,"WABAUNSEE COUNTY","KANSAS"
20,199,"WALLACE COUNTY","KANSAS"
20,201,"WASHINGTON COUNTY","KANSAS"
20,203,"WICHITA COUNTY","KANSAS"
20,205,"WILSON COUNTY","KANSAS"
20,207,"WOODSON COUNTY","KANSAS"
20,209,"WYANDOTTE COUNTY","KANSAS"
21,89,"GREENUP COUNTY","KENTUCKY"
21,91,"HANCOCK COUNTY","KENTUCKY"
21,93,"HARDIN COUNTY","KENTUCKY"
21,87,"GREEN COUNTY","KENTUCKY"
21,165,"MENIFEE COUNTY","KENTUCKY"
21,167,"MERCER COUNTY","KENTUCKY"
21,169,"METCALFE COUNTY","KENTUCKY"
21,171,"MONROE COUNTY","KENTUCKY"
21,173,"MONTGOMERY COUNTY","KENTUCKY"
21,95,"HARLAN COUNTY","KENTUCKY"
21,97,"HARRISON COUNTY","KENTUCKY"
21,99,"HART COUNTY","KENTUCKY"
21,101,"HENDERSON COUNTY","KENTUCKY"
21,103,"HENRY COUNTY","KENTUCKY"
21,105,"HICKMAN COUNTY","KENTUCKY"
21,107,"HOPKINS COUNTY","KENTUCKY"
21,109,"JACKSON COUNTY","KENTUCKY"
21,111,"JEFFERSON COUNTY","KENTUCKY"
21,113,"JESSAMINE COUNTY","KENTUCKY"
21,115,"JOHNSON COUNTY","KENTUCKY"
21,117,"KENTON COUNTY","KENTUCKY"
21,119,"KNOTT COUNTY","KENTUCKY"
21,121,"KNOX COUNTY","KENTUCKY"
21,123,"LARUE COUNTY","KENTUCKY"
21,125,"LAUREL COUNTY","KENTUCKY"
21,127,"LAWRENCE COUNTY","KENTUCKY"
21,129,"LEE COUNTY","KENTUCKY"
21,131,"LESLIE COUNTY","KENTUCKY"
21,133,"LETCHER COUNTY","KENTUCKY"
21,135,"LEWIS COUNTY","KENTUCKY"
21,137,"LINCOLN COUNTY","KENTUCKY"
21,139,"LIVINGSTON COUNTY","KENTUCKY"
21,141,"LOGAN COUNTY","KENTUCKY"
21,143,"LYON COUNTY","KENTUCKY"
21,145,"MCCRACKEN COUNTY","KENTUCKY"
21,147,"MCCREARY COUNTY","KENTUCKY"
21,149,"MCLEAN COUNTY","KENTUCKY"
21,151,"MADISON COUNTY","KENTUCKY"
21,153,"MAGOFFIN COUNTY","KENTUCKY"
21,155,"MARION COUNTY","KENTUCKY"
21,157,"MARSHALL COUNTY","KENTUCKY"
21,159,"MARTIN COUNTY","KENTUCKY"
21,161,"MASON COUNTY","KENTUCKY"
21,163,"MEADE COUNTY","KENTUCKY"
21,1,"ADAIR COUNTY","KENTUCKY"
21,3,"ALLEN COUNTY","KENTUCKY"
21,5,"ANDERSON COUNTY","KENTUCKY"
21,7,"BALLARD COUNTY","KENTUCKY"
21,9,"BARREN COUNTY","KENTUCKY"
21,11,"BATH COUNTY","KENTUCKY"
21,13,"BELL COUNTY","KENTUCKY"
21,15,"BOONE COUNTY","KENTUCKY"
21,17,"BOURBON COUNTY","KENTUCKY"
21,19,"BOYD COUNTY","KENTUCKY"
21,21,"BOYLE COUNTY","KENTUCKY"
21,23,"BRACKEN COUNTY","KENTUCKY"
21,25,"BREATHITT COUNTY","KENTUCKY"
21,27,"BRECKINRIDGE COUNTY","KENTUCKY"
21,29,"BULLITT COUNTY","KENTUCKY"
21,31,"BUTLER COUNTY","KENTUCKY"
21,33,"CALDWELL COUNTY","KENTUCKY"
21,35,"CALLOWAY COUNTY","KENTUCKY"
21,37,"CAMPBELL COUNTY","KENTUCKY"
21,39,"CARLISLE COUNTY","KENTUCKY"
21,41,"CARROLL COUNTY","KENTUCKY"
21,43,"CARTER COUNTY","KENTUCKY"
21,45,"CASEY COUNTY","KENTUCKY"
21,47,"CHRISTIAN COUNTY","KENTUCKY"
21,49,"CLARK COUNTY","KENTUCKY"
21,51,"CLAY COUNTY","KENTUCKY"
21,53,"CLINTON COUNTY","KENTUCKY"
21,55,"CRITTENDEN COUNTY","KENTUCKY"
21,57,"CUMBERLAND COUNTY","KENTUCKY"
21,59,"DAVIESS COUNTY","KENTUCKY"
21,61,"EDMONSON COUNTY","KENTUCKY"
21,63,"ELLIOTT COUNTY","KENTUCKY"
21,65,"ESTILL COUNTY","KENTUCKY"
21,67,"FAYETTE COUNTY","KENTUCKY"
21,69,"FLEMING COUNTY","KENTUCKY"
21,71,"FLOYD COUNTY","KENTUCKY"
21,73,"FRANKLIN COUNTY","KENTUCKY"
21,75,"FULTON COUNTY","KENTUCKY"
21,77,"GALLATIN COUNTY","KENTUCKY"
21,79,"GARRARD COUNTY","KENTUCKY"
21,81,"GRANT COUNTY","KENTUCKY"
21,83,"GRAVES COUNTY","KENTUCKY"
21,85,"GRAYSON COUNTY","KENTUCKY"
21,195,"PIKE COUNTY","KENTUCKY"
21,197,"POWELL COUNTY","KENTUCKY"
21,199,"PULASKI COUNTY","KENTUCKY"
21,175,"MORGAN COUNTY","KENTUCKY"
21,177,"MUHLENBERG COUNTY","KENTUCKY"
21,179,"NELSON COUNTY","KENTUCKY"
21,181,"NICHOLAS COUNTY","KENTUCKY"
21,183,"OHIO COUNTY","KENTUCKY"
21,185,"OLDHAM COUNTY","KENTUCKY"
21,187,"OWEN COUNTY","KENTUCKY"
21,189,"OWSLEY COUNTY","KENTUCKY"
21,191,"PENDLETON COUNTY","KENTUCKY"
21,193,"PERRY COUNTY","KENTUCKY"
21,221,"TRIGG COUNTY","KENTUCKY"
21,223,"TRIMBLE COUNTY","KENTUCKY"
21,225,"UNION COUNTY","KENTUCKY"
21,201,"ROBERTSON COUNTY","KENTUCKY"
21,203,"ROCKCASTLE COUNTY","KENTUCKY"
21,205,"ROWAN COUNTY","KENTUCKY"
21,207,"RUSSELL COUNTY","KENTUCKY"
21,209,"SCOTT COUNTY","KENTUCKY"
21,211,"SHELBY COUNTY","KENTUCKY"
21,213,"SIMPSON COUNTY","KENTUCKY"
21,215,"SPENCER COUNTY","KENTUCKY"
21,217,"TAYLOR COUNTY","KENTUCKY"
21,219,"TODD COUNTY","KENTUCKY"
21,229,"WASHINGTON COUNTY","KENTUCKY"
21,231,"WAYNE COUNTY","KENTUCKY"
21,233,"WEBSTER COUNTY","KENTUCKY"
21,227,"WARREN COUNTY","KENTUCKY"
21,237,"WOLFE COUNTY","KENTUCKY"
21,239,"WOODFORD COUNTY","KENTUCKY"
21,235,"WHITLEY COUNTY","KENTUCKY"
22,95,"ST. JOHN THE BAPTIST PARISH","LOUISIANA"
22,91,"ST. HELENA PARISH","LOUISIANA"
22,93,"ST. JAMES PARISH","LOUISIANA"
22,1,"ACADIA PARISH","LOUISIANA"
22,3,"ALLEN PARISH","LOUISIANA"
22,5,"ASCENSION PARISH","LOUISIANA"
22,7,"ASSUMPTION PARISH","LOUISIANA"
22,9,"AVOYELLES PARISH","LOUISIANA"
22,11,"BEAUREGARD PARISH","LOUISIANA"
22,13,"BIENVILLE PARISH","LOUISIANA"
22,97,"ST. LANDRY PARISH","LOUISIANA"
22,99,"ST. MARTIN PARISH","LOUISIANA"
22,101,"ST. MARY PARISH","LOUISIANA"
22,103,"ST. TAMMANY PARISH","LOUISIANA"
22,105,"TANGIPAHOA PARISH","LOUISIANA"
22,107,"TENSAS PARISH","LOUISIANA"
22,109,"TERREBONNE PARISH","LOUISIANA"
22,111,"UNION PARISH","LOUISIANA"
22,113,"VERMILION PARISH","LOUISIANA"
22,115,"VERNON PARISH","LOUISIANA"
22,117,"WASHINGTON PARISH","LOUISIANA"
22,119,"WEBSTER PARISH","LOUISIANA"
