EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
909608,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE), ,09/08/2020,900,Wildfire, , ,0,0,0,0,OR,PST-8, ,150908,Z,25,MFR,0,0,Other Federal Agency, , , , , , , , ,09/30/2020,2359, , , , ,"The Archie Creek Wildfire started around midnight on 09/09/20. The cause is under investigation.  As of 0630 PDT on 10/01/20, the fire had burned 131542 acres and was 76 percent contained. 111 structures had been lost. 26.5 million dollars had been spent on firefighting efforts.","The Archie Creek Wildfire started around midnight on 09/09/20. The cause is under investigation.  As of 0630 PDT on 10/01/20, the fire had burned 131542 acres and was 76 percent contained. 111 structures had been lost. 26.5 million dollars had been spent on firefighting efforts.",65
922977,MARION CO.,(SLE)MCNARY FLD SALE,09/17/2020,15,Thunderstorm Wind,45.00, ,0,0,2000,0,OR,PST-8,EG,153300,C,47,PQR,0,0,Social Media, , , ,2,W,2,W,(SLE)MCNARY FLD SALE,09/18/2020,15,44.92,-123.04,44.92,-123.04,"A 6-8 inch diameter tree branches blown down.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",66
922969,LANE CO.,(EUG)EUGENE SWEET AR,09/17/2020,54,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,39,PQR,0,0,ASOS, , , ,1,N,1,N,(EUG)EUGENE SWEET AR,09/18/2020,54,44.13,-123.22,44.13,-123.22,"This is the Eugene Airport ASOS report.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",67
922987,LINN CO.,LEBANON,09/17/2020,55,Flood, , ,0,0,0,0,OR,PST-8, ,153300,C,43,PQR,0,0,Social Media,Heavy Rain, , ,1,NNW,1,NNW,LEBANON,09/18/2020,55,44.54,-122.909,44.541,-122.909,"A video of street flooding was posted on social media.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",68
922974,MARION CO.,JEFFERSON,09/17/2020,105,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,Public, , , ,2,NE,2,NE,JEFFERSON,09/18/2020,105,44.74,-122.98,44.74,-122.98,"Lots of precipitation.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",69
922981,POLK CO.,PINCKNEY,09/17/2020,115,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,53,PQR,0,0,Mesonet, , , ,2,WNW,2,WNW,PINCKNEY,09/18/2020,115,44.96,-123.11,44.96,-123.11,"Station EW7604 in Salem.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",70
922975,MARION CO.,SUBLIMITY,09/17/2020,115,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,Public, , , ,3,E,3,E,SUBLIMITY,09/18/2020,115,44.83,-122.72,44.83,-122.72,"Lots of rain fall from the public.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",71
922979,POLK CO.,PINCKNEY,09/17/2020,120,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,53,PQR,0,0,Mesonet, , , ,1,NE,1,NE,PINCKNEY,09/18/2020,120,44.96,-123.06,44.96,-123.06,"Station FW8313 in Salem.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",72
922983,POLK CO.,MC COY,09/17/2020,130,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,53,PQR,0,0,Mesonet, , , ,5,ENE,5,ENE,MC COY,09/18/2020,130,45.05,-123.12,45.05,-123.12,"Station 2711D 4 miles WSW of Wheatland.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",73
922978,MARION CO.,ROBERTS,09/17/2020,136,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,Mesonet, , , ,2,NE,2,NE,ROBERTS,09/18/2020,136,44.92,-123.06,44.92,-123.06,"Station AU762 in Salem.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",74
922976,MARION CO.,SILVER FALLS CITY,09/17/2020,150,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,CoCoRaHS, , , ,3,SW,3,SW,SILVER FALLS CITY,09/18/2020,150,44.84,-122.68,44.84,-122.68,"A CoCoRaHS report of significant rainfall.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",75
922985,CLACKAMAS CO.,MACKSBURG,09/17/2020,220,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,5,PQR,0,0,Trained Spotter, , , ,3,NE,3,NE,MACKSBURG,09/18/2020,220,45.25,-122.63,45.25,-122.63,"Rainfall total of 1.67 inches. Also measured a peak wind gust of 47 mph.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",76
922986,CLACKAMAS CO.,BATTIN,09/17/2020,330,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,5,PQR,0,0,NWS Employee, , , ,1,NE,1,NE,BATTIN,09/18/2020,330,45.46,-122.57,45.46,-122.57,"Rainfall amounts of 1.86 inches.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",77
922982,MARION CO.,QUINABY,09/17/2020,600,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,Public, , , ,2,WSW,2,WSW,QUINABY,09/18/2020,600,45.02,-123.03,45.02,-123.03,"This is an 8 hour rainfall total.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",78
922980,POLK CO.,PINCKNEY,09/17/2020,704,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,53,PQR,0,0,Public, , , ,1,NW,1,NW,PINCKNEY,09/18/2020,704,44.96,-123.09,44.96,-123.09,"Pea sized hail and rain reported.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",79
922970,LINN CO.,SODAVILLE,09/17/2020,1630,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,43,PQR,0,0,Public, , , ,2,W,2,W,SODAVILLE,09/18/2020,1630,44.48,-122.91,44.48,-122.91,"This is the 16 hour rain total.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",80
922968,LANE CO.,DANEBO,09/17/2020,2300,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153300,C,39,PQR,0,0,Trained Spotter, , , ,3,NW,3,NW,DANEBO,09/18/2020,2300,44.08,-123.2,44.08,-123.2,"This is a 24 hour precipitation total.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",81
922984,MARION CO.,ST PAUL,09/18/2020,15,Thunderstorm Wind,45.00, ,0,0,1000,0,OR,PST-8,EG,153300,C,47,PQR,0,0,Public, , , ,1,SE,1,SE,ST PAUL,09/18/2020,15,45.21,-122.97,45.21,-122.97,"Report of several small to medium size tree branches blown down.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",82
922971,LINN CO.,LEBANON,09/18/2020,36,Thunderstorm Wind,50.00, ,0,0,3000,0,OR,PST-8,EG,153300,C,43,PQR,0,0,Social Media, , , ,1,N,1,N,LEBANON,09/18/2020,36,44.54,-122.9,44.54,-122.9,"Photos of a 4-8 inch diameter tree limbs blown down and an uprooted tree.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",83
922972,LINN CO.,WHITAKER,09/18/2020,37,Thunderstorm Wind,50.00, ,0,0,25000,0,OR,PST-8,EG,153300,C,43,PQR,0,0,Social Media, , , ,2,WNW,2,WNW,WHITAKER,09/18/2020,37,44.56,-122.9,44.56,-122.9,"An empty tractor trailer was blown over.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",84
922973,LINN CO.,GRIGGS,09/18/2020,45,Thunderstorm Wind,50.00, ,0,0,10000,0,OR,PST-8,EG,153300,C,43,PQR,0,0,Law Enforcement, , , ,1,NE,1,NE,GRIGGS,09/18/2020,45,44.61,-122.85,44.61,-122.85,"Multiple trees snapped about 15-20 feet above the surface. Multiple power lines down and a metal shed severely damaged.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",85
922961,LINN CO.,SCIO,09/18/2020,50,Hail,0.88, ,0,0,0,0,OR,PST-8, ,153300,C,43,PQR,0,0,Public, , , ,0,W,0,W,SCIO,09/18/2020,55,44.7,-122.84,44.7,-122.84,"Penny to nickel size hail accumulated on the ground.  Report from social media.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",86
922962,MARION CO.,SUBLIMITY,09/18/2020,115,Hail,0.75, ,0,0,0,0,OR,PST-8, ,153300,C,47,PQR,0,0,Public, , , ,3,ENE,3,ENE,SUBLIMITY,09/18/2020,118,44.84,-122.73,44.84,-122.73,"Hail up to the size of pennies accumulated up to 2 inches deep on the ground.","An eastward-moving upper level trough and associated area of surface low pressure moved across northwest Oregon and southwest Washington September 17-18, resulting in fairly widespread showers and thunderstorms beginning late in the afternoon of the 17th through most of the day on the 18th.  One severe thunderstorm developed southeast of Salem, OR during the overnight hours of Sept. 17-18, and moved northward across the eastern Willamette Valley and Cascade Foothills before eventually weakening over northeast sections of the Portland metro area. This storm produced hail to near 1 inch in diameter, wind damage, and locally heavy rain with minor street flooding. Other thunderstorms developed over southwest Washington during the afternoon and evening of the 18th, producing heavy rainfall and some local flooding.",87
922989,MULTNOMAH CO.,GRESHAM,09/23/2020,1652,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153302,C,51,PQR,0,0,Public, , , ,1,S,1,S,GRESHAM,09/25/2020,1652,45.49,-122.43,45.49,-122.43,"Heavy rainfall reported over 48 hours.","Two frontal systems with accompanying significant and training frontal precipitation areas moved across the Pacific Northwest from Wednesday, September 23 through Friday September 25.  Widespread rainfall from 1 to 3 inches was observed, but several locations in the Coastal Ranges, and southwest Washington Cascades received between 4 and 7 inches of rainfall.",88
922990,TILLAMOOK CO.,TILLAMOOK,09/23/2020,1755,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153302,C,57,PQR,0,0,Trained Spotter, , , ,1,E,1,E,TILLAMOOK,09/24/2020,1755,45.45,-123.83,45.45,-123.83,"Two inches of rainfall reported over 24 hours.","Two frontal systems with accompanying significant and training frontal precipitation areas moved across the Pacific Northwest from Wednesday, September 23 through Friday September 25.  Widespread rainfall from 1 to 3 inches was observed, but several locations in the Coastal Ranges, and southwest Washington Cascades received between 4 and 7 inches of rainfall.",89
922991,CLATSOP CO.,CANNON BEACH,09/23/2020,2043,Heavy Rain, , ,0,0,0,0,OR,PST-8, ,153302,C,7,PQR,0,0,Trained Spotter, , , ,5,E,5,E,CANNON BEACH,09/24/2020,2043,45.9,-123.87,45.9,-123.87,"Total rainfall of 2.70 inches.","Two frontal systems with accompanying significant and training frontal precipitation areas moved across the Pacific Northwest from Wednesday, September 23 through Friday September 25.  Widespread rainfall from 1 to 3 inches was observed, but several locations in the Coastal Ranges, and southwest Washington Cascades received between 4 and 7 inches of rainfall.",90
914254,JACKSON COUNTY (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,151749,Z,26,MFR,0,0,Other Federal Agency, , , , , , , , ,10/04/2020,530, , , , ,"The South Obenchain wildfire started on 09/08/20 in the morning. The cause is under investigation. As of the last report at 0630 PDT on 10/04/20, the fire had burned 32671 acres and was 100 percent contained. 89 structures, including 33 residences, were destroyed. 21.5 million dollars had been spent on firefighting efforts.","The South Obenchain wildfire started on 09/08/20 in the morning. The cause is under investigation. As of the last report at 0630 PDT on 10/04/20, the fire had burned 32671 acres and was 100 percent contained. 89 structures, including 33 residences, were destroyed. 21.5 million dollars had been spent on firefighting efforts.",91
935788,NORTH OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Beachie Creek wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",92
935787,NORTH OREGON CASCADES FOOTHILLS (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,10,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Beachie Creek wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",93
935790,NORTH OREGON CASCADES FOOTHILLS (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,10,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Holiday Farm wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",94
935801,NORTH OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Riverside wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",95
935800,NORTH OREGON CASCADES FOOTHILLS (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,10,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Riverside wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",96
935797,NORTH OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Lionshead wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",97
935796,CASCADES IN LANE COUNTY (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,13,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Holiday Farm wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",98
935795,CASCADE FOOTHILLS IN LANE COUNTY (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,12,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Holiday Farm wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",99
935792,NORTH OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,155189,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"Fire suppression activities continued on the Holiday Farm wildfire through October as cooler and wetter weather arrived.","With the help of cooler and wetter weather, fire suppression activities continued through October.",100
914251,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,151747,Z,25,MFR,0,0,Other Federal Agency, , , , , , , , ,10/21/2020,530, , , , ,"The Archie Creek Wildfire started around midnight on 09/09/20. The cause is under investigation.  As of the last report at 0630 PDT on 10/21/20, the fire had burned 131542 acres and was 95 percent contained. 111 structures had been lost. 36.2 million dollars had been spent on firefighting efforts.","The Archie Creek Wildfire started around midnight on 09/09/20. The cause is under investigation.  As of the last report at 0630 PDT on 10/21/20, the fire had burned 131542 acres and was 95 percent contained. 111 structures had been lost. 36.2 million dollars had been spent on firefighting efforts.",101
914252,SOUTH CENTRAL OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,151748,Z,27,MFR,0,0,Other Federal Agency, , , , , , , , ,10/31/2020,2359, , , , ,"The Thielsen wildfire started at 0830 PDT on 09/08/20. The cause was unknown.  As of 0630 PST on 11/01/20, the fire covered 9975 acres and was 80 percent contained. 0 structures had been lost.  13.0 million dollars had been spent on firefighting efforts.","The Thielsen wildfire started at 0830 PDT on 09/08/20. The cause was unknown.  As of 0630 PST on 11/01/20, the fire covered 9975 acres and was 80 percent contained. 0 structures had been lost.  13.0 million dollars had been spent on firefighting efforts.",102
921127,EAST SLOPES OF THE OREGON CASCADES (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,152939,Z,509,PDT,0,0,Park/Forest Service, , , , , , , , ,10/30/2020,1700, , , , ,"","Narrative was pulled from InciWEB site. Lightning sparked the Lionshead Fire, which began August 16, 2020, in Lionshead Canyon on the Confederated Tribes of Warm Springs Reservation approximately 14 miles west of the Warm Springs community. An historic windstorm arrived in the area on Monday, September 7, rapidly spreading the fire west onto the Willamette, Deschutes and Mt. Hood National Forests. The Lionshead Fire has heavily impacted several communities in the Santiam drainage and Breitenbush area, including the loss of 264 resident homes in Detroit. Highly valued natural and cultural resources were also threatened.",103
